# Soil attributes based on EU-SoilHydroGrids (3D soil hydraulic database of Europe) and European Soil Database Derived data (Europe, 1km resolution, soil topological units; ESDD)
gauge_id,sand_perc,sand_perc_5,sand_perc_25,sand_perc_50,sand_perc_75,sand_perc_90,sand_perc_skewness,sand_perc_missing,silt_perc,silt_perc_5,silt_perc_25,silt_perc_50,silt_perc_75,silt_perc_90,silt_perc_skewness,silt_perc_missing,clay_perc,clay_perc_5,clay_perc_25,clay_perc_50,clay_perc_75,clay_perc_90,clay_perc_skewness,clay_perc_missing,organic_perc,organic_perc_5,organic_perc_25,organic_perc_50,organic_perc_75,organic_perc_90,organic_perc_skewness,organic_perc_missing,bulk_dens,bulk_dens_5,bulk_dens_25,bulk_dens_50,bulk_dens_75,bulk_dens_90,bulk_dens_skewness,bulk_dens_missing,tot_avail_water,tot_avail_water_5,tot_avail_water_25,tot_avail_water_50,tot_avail_water_75,tot_avail_water_90,tot_avail_water_skewness,tot_avail_water_missing,root_depth,root_depth_5,root_depth_25,root_depth_50,root_depth_75,root_depth_90,root_depth_skewness,root_depth_missing,coarse_fragm_perc,coarse_fragm_perc_5,coarse_fragm_perc_25,coarse_fragm_perc_50,coarse_fragm_perc_75,coarse_fragm_perc_90,coarse_fragm_perc_skewness,coarse_fragm_perc_missing,porosity,porosity_5,porosity_25,porosity_50,porosity_75,porosity_90,porosity_skewness,porosity_missing,conductivity,conductivity_5,conductivity_25,conductivity_50,conductivity_75,conductivity_90,conductivity_skewness,conductivity_missing
2477,47.799,37.909,40.514,40.859,49.772,64.824,0.651,7.98,31.992,23.978,27.6,34.456,35.042,36.104,-0.49,7.98,20.209,11.155,13.314,24.175,24.887,25.386,-0.642,7.98,0.805,0.426,0.486,0.587,0.651,0.72,0.072,7.98,1.424,1.368,1.377,1.384,1.527,1.545,0.33,7.98,98.383,91.045,95.445,97.305,104.978,107.519,0.129,7.98,1.181,0.349,1.066,1.179,1.292,1.457,0.006,0.0,10.64,2.915,4.422,12.545,15.453,16.782,-0.326,7.98,47.928,44.94,46.741,47.707,48.896,51.477,0.122,5.95,30.872,3.76,9.279,26.391,55.356,82.967,0.137,5.95
2478,43.398,24.886,37.778,42.59,43.252,74.291,0.062,0.0,33.952,14.316,31.598,34.254,37.719,43.177,-0.035,0.0,22.65,13.722,18.932,22.226,23.918,37.352,0.046,0.0,1.545,0.517,0.638,1.215,1.496,1.993,0.092,0.0,1.363,1.236,1.29,1.387,1.404,1.509,-0.161,0.0,93.93,50.819,85.304,100.656,105.873,120.666,-0.241,0.0,1.144,0.629,1.158,1.205,1.253,1.291,-0.197,0.0,7.095,3.233,4.777,6.5,8.955,13.25,0.188,0.0,47.048,44.015,45.668,46.924,48.578,50.048,0.067,0.0,41.387,3.941,10.184,50.646,68.993,120.342,-0.238,0.0
2480,63.316,37.532,43.211,63.686,76.395,77.741,-0.022,0.01,22.302,12.96,14.951,15.814,34.665,43.347,0.574,0.01,14.382,6.969,7.766,16.265,19.901,25.706,-0.28,0.01,2.819,0.432,0.467,0.751,1.107,4.046,0.245,0.01,1.425,1.059,1.376,1.445,1.537,1.611,-0.066,0.01,92.646,48.024,82.303,84.916,105.422,114.2,0.248,0.01,1.19,0.534,1.037,1.143,1.249,1.422,0.181,0.0,6.107,2.86,4.148,5.57,8.622,11.717,0.163,0.01,48.587,46.165,47.602,48.876,49.622,50.446,-0.209,0.0,15.331,3.285,6.904,11.427,24.8,65.37,0.175,0.0
2481,72.257,53.55,72.509,73.812,76.379,79.307,-0.158,27.82,17.178,11.355,13.757,16.127,17.385,35.863,0.152,27.82,10.565,6.418,8.416,9.305,13.27,17.519,0.328,27.82,0.935,0.4,0.438,0.952,1.192,1.358,-0.043,27.82,1.511,1.362,1.379,1.528,1.588,1.644,-0.154,27.82,75.447,24.52,68.889,85.144,108.517,113.328,-0.257,27.82,0.711,0.015,0.075,0.95,1.147,1.269,-0.393,0.0,10.637,3.885,4.836,8.21,15.471,19.879,0.362,27.82,49.142,39.709,48.542,50.591,51.653,52.969,-0.349,0.03,22.746,5.353,26.359,27.508,29.26,32.158,-0.4,0.03
2484,52.568,38.049,40.645,43.84,66.321,75.709,0.604,2.76,28.806,12.514,21.365,33.442,35.337,37.574,-0.48,2.76,18.625,10.177,14.029,19.189,24.516,26.955,-0.094,2.76,0.658,0.375,0.485,0.59,0.676,1.167,0.22,2.76,1.443,1.327,1.38,1.42,1.524,1.57,0.246,2.76,99.178,83.592,93.855,100.245,106.575,112.905,-0.099,2.76,1.255,1.008,1.181,1.22,1.26,1.292,0.162,0.0,8.549,2.749,4.752,7.801,12.301,15.785,0.152,2.76,48.688,47.013,47.629,48.222,49.558,51.528,0.319,3.0,12.74,3.246,6.708,11.036,15.782,54.443,0.087,3.0
2485,39.866,36.152,37.419,40.625,41.423,42.982,-0.221,0.0,37.245,33.159,34.307,34.601,43.169,44.315,0.57,0.0,22.889,18.843,20.931,24.011,24.611,26.311,-0.287,0.0,0.978,0.468,0.525,0.618,1.374,1.95,0.657,0.0,1.362,1.283,1.324,1.382,1.386,1.41,-0.44,0.0,99.12,47.929,95.902,101.281,104.001,124.234,-0.098,0.0,1.195,0.431,0.65,0.867,1.083,1.257,1.166,0.0,9.374,3.801,5.97,11.162,11.66,14.908,-0.466,0.0,44.936,43.676,44.126,44.689,45.507,46.975,0.222,0.0,80.367,45.445,65.853,74.628,105.922,127.309,0.191,0.0
2486,58.354,34.707,40.492,54.813,68.696,84.374,0.195,0.0,26.825,9.719,17.807,27.705,34.547,42.707,-0.071,0.0,14.821,4.97,10.806,13.232,23.207,26.989,0.202,0.0,1.277,0.401,0.461,0.593,0.867,1.695,0.17,0.0,1.477,1.238,1.394,1.528,1.549,1.7,-0.239,0.0,98.452,73.291,90.673,104.761,105.813,109.186,-0.302,0.0,1.258,1.053,1.169,1.213,1.256,1.291,0.5,0.0,6.385,2.544,3.238,4.401,8.818,16.297,0.396,0.0,47.067,44.246,45.81,47.084,48.566,49.639,-0.01,0.0,48.198,8.836,28.95,53.219,69.465,81.657,-0.181,0.0
2487,48.007,26.418,38.333,42.334,61.225,76.591,0.338,0.0,33.266,15.277,26.425,34.582,35.544,53.301,-0.109,0.0,18.727,7.65,12.921,20.047,24.198,26.989,-0.187,0.0,1.106,0.402,0.487,0.584,0.856,1.695,0.166,0.0,1.414,1.238,1.367,1.414,1.53,1.609,0.001,0.0,104.279,84.394,95.456,105.535,107.915,120.512,-0.075,0.0,1.255,1.05,1.167,1.212,1.256,1.291,0.482,0.0,7.129,2.615,3.305,4.757,9.46,16.691,0.447,0.0,48.841,46.273,47.403,48.742,50.332,51.534,0.057,0.0,23.249,3.987,10.412,22.85,32.089,67.187,0.018,0.0
2488,66.608,38.699,58.27,72.896,76.84,83.743,-0.39,15.45,21.541,10.033,14.822,16.421,31.45,37.352,0.47,15.45,11.851,5.15,8.128,9.844,15.426,22.911,0.332,15.45,0.895,0.413,0.449,0.742,1.113,1.557,0.1,15.45,1.499,1.293,1.408,1.52,1.588,1.693,-0.143,15.45,90.786,44.24,76.567,105.094,112.732,113.371,-0.493,15.45,0.99,0.029,0.904,1.188,1.244,1.289,-0.382,0.0,6.905,2.737,4.183,4.796,7.853,18.088,0.39,15.45,48.025,45.627,47.175,48.339,49.28,50.471,-0.14,0.94,34.153,4.231,27.341,29.516,32.533,79.333,0.214,0.94
2490,39.651,35.613,37.091,37.807,39.898,60.477,0.233,0.0,37.36,17.941,34.56,35.036,43.173,43.835,0.302,0.0,22.989,16.518,19.825,23.424,27.099,27.328,-0.116,0.0,0.946,0.415,0.46,0.521,0.752,1.854,0.576,0.0,1.391,1.363,1.371,1.385,1.403,1.457,0.162,0.0,78.565,48.37,49.152,81.296,109.43,110.62,-0.094,0.0,0.863,0.329,0.446,0.728,1.014,1.243,0.292,0.0,9.15,3.506,4.605,7.696,15.045,16.219,0.274,0.0,45.935,43.649,44.199,44.695,47.904,50.594,0.522,0.0,67.584,2.692,22.191,69.125,111.032,140.882,-0.032,0.0
2491,73.042,59.178,67.529,71.323,78.738,85.963,0.161,22.7,17.097,9.022,12.188,16.329,18.83,28.325,0.105,22.7,9.861,4.516,6.58,10.321,12.558,14.852,-0.109,22.7,0.607,0.377,0.41,0.517,0.772,1.11,0.327,22.7,1.568,1.386,1.524,1.543,1.637,1.718,0.212,22.7,89.856,68.541,70.39,88.153,102.688,113.169,0.099,22.7,0.997,0.022,1.005,1.103,1.202,1.28,-0.194,0.0,5.638,2.756,3.625,4.677,8.542,12.906,0.303,22.7,49.197,40.304,48.534,50.747,52.002,53.56,-0.327,0.31,23.295,4.51,26.668,27.441,27.996,31.718,-0.423,0.31
2493,58.3,37.961,42.482,66.648,75.54,77.813,-0.479,0.0,25.619,12.503,14.741,22.775,35.019,42.245,0.229,0.0,16.081,7.064,8.897,15.74,20.804,24.214,0.053,0.0,1.574,0.391,0.511,0.888,1.377,1.968,0.154,0.0,1.43,1.291,1.369,1.4,1.514,1.622,0.163,0.0,85.713,48.727,82.246,85.479,100.281,113.328,0.009,0.0,1.131,0.617,1.014,1.109,1.205,1.281,0.066,0.0,6.99,3.077,4.814,7.162,8.969,12.263,-0.053,0.0,47.968,44.241,45.724,48.726,49.842,50.63,-0.332,0.0,51.383,3.571,22.712,54.191,74.402,125.974,-0.077,0.0
2494,73.809,43.317,69.649,74.447,80.6,87.688,-0.053,21.32,17.059,8.312,11.385,16.738,22.758,35.16,0.04,21.32,9.132,4.805,8.014,9.387,9.838,20.833,-0.057,21.32,0.995,0.428,0.457,0.813,1.369,2.182,0.307,21.32,1.603,1.386,1.582,1.588,1.637,1.737,0.158,21.32,57.557,16.634,32.898,67.543,74.399,104.653,-0.306,21.32,0.637,0.02,0.098,0.477,1.096,1.259,0.283,0.0,11.123,2.614,3.681,10.732,17.208,20.242,0.051,21.32,49.28,39.776,49.015,51.293,52.218,53.255,-0.412,0.32,28.122,27.05,27.424,27.75,38.609,47.505,0.076,0.32
2497,43.593,37.203,40.546,41.398,43.869,63.076,0.253,0.0,34.528,25.943,34.562,35.056,35.48,36.133,-0.108,0.0,21.879,11.377,21.168,23.78,24.44,25.377,-0.414,0.0,0.591,0.458,0.548,0.582,0.602,0.72,0.12,0.0,1.408,1.365,1.378,1.39,1.414,1.544,0.303,0.0,103.678,92.788,95.465,107.637,108.575,110.234,-0.504,0.0,1.3,1.3,1.3,1.3,1.3,1.3,Inf,0.0,8.875,2.854,4.877,6.829,14.223,16.432,0.363,0.0,46.244,44.615,45.247,45.892,46.868,48.86,0.255,0.0,48.211,6.266,47.662,53.809,68.976,74.346,-0.245,0.0
2498,73.038,53.827,69.072,74.048,77.943,85.894,-0.086,13.74,17.607,9.135,12.685,16.673,20.097,31.629,0.115,13.74,9.356,4.591,7.687,9.379,10.519,16.527,-0.006,13.74,0.813,0.401,0.436,0.709,1.194,1.384,0.25,13.74,1.588,1.416,1.543,1.587,1.618,1.715,0.013,13.74,68.745,18.827,46.529,70.403,95.654,113.304,-0.046,13.74,0.833,0.026,0.176,1.035,1.168,1.274,-0.352,0.0,9.858,2.836,3.961,4.84,15.651,19.93,0.674,13.74,48.215,39.518,48.003,50.497,51.708,53.157,-0.376,0.71,27.193,13.356,27.286,27.687,28.572,29.365,-0.052,0.71
2500,41.543,38.53,40.515,40.72,42.096,44.2,0.322,0.0,34.366,29.937,33.778,34.714,35.037,35.659,-0.168,0.0,24.091,20.213,23.809,24.599,25.082,27.369,-0.197,0.0,2.545,0.519,0.582,0.597,0.652,15.21,0.253,0.0,1.321,1.178,1.374,1.38,1.392,1.416,-0.226,0.0,103.815,88.32,95.43,95.984,100.297,131.121,0.228,0.0,1.281,0.54,0.7,0.9,1.1,1.26,3.116,0.0,13.695,4.272,11.937,13.915,15.455,16.622,-0.057,0.0,45.527,44.455,44.971,45.417,46.064,46.814,0.141,0.0,68.378,3.107,53.085,69.016,79.816,134.768,-0.018,0.0
2602,71.032,38.501,65.043,72.91,77.391,87.025,-0.138,19.99,18.86,8.706,13.413,17.302,24.799,37.625,0.169,19.99,10.108,4.269,8.4,9.658,11.852,20.444,0.091,19.99,0.887,0.406,0.437,0.725,1.36,1.695,0.157,19.99,1.572,1.359,1.536,1.581,1.6,1.728,-0.078,19.99,69.503,18.993,47.93,70.608,104.903,113.257,-0.032,19.99,0.76,0.022,0.13,1.009,1.217,1.283,-0.431,0.0,9.883,2.632,3.699,6.274,15.262,20.073,0.497,19.99,47.609,38.517,47.018,49.533,51.291,53.164,-0.321,0.57,28.636,22.355,27.321,27.711,28.636,29.436,0.084,0.57
2603,46.78,28.248,38.78,44.094,62.87,71.617,0.158,0.0,34.797,16.403,26.168,35.243,39.121,48.563,-0.037,0.0,18.424,9.105,13.128,20.05,23.146,24.047,-0.282,0.0,0.787,0.393,0.466,0.539,0.606,0.769,0.089,0.0,1.435,1.36,1.371,1.411,1.529,1.568,0.181,0.0,107.328,88.559,95.426,106.21,114.934,122.967,0.065,0.0,1.3,1.3,1.3,1.3,1.3,1.3,Inf,0.0,7.0,2.59,3.175,3.734,9.019,16.411,0.587,0.0,48.325,46.237,47.125,48.604,49.372,50.495,-0.207,0.0,26.382,3.98,10.38,21.645,53.864,69.091,0.191,0.0
2604,46.308,33.451,38.587,40.634,44.179,75.692,0.389,0.0,32.668,15.856,29.178,34.538,35.607,45.412,-0.178,0.0,21.024,8.374,14.915,23.145,26.609,29.961,-0.275,0.0,6.144,0.429,0.576,0.72,1.694,30.877,0.446,0.0,1.231,0.339,1.274,1.389,1.436,1.597,-0.368,0.0,114.595,82.56,95.429,105.029,108.486,181.71,0.22,0.0,1.182,0.778,1.087,1.198,1.28,1.446,-0.08,0.0,7.64,2.0,3.835,4.763,13.888,16.737,0.498,0.0,48.76,47.426,48.069,48.646,49.311,50.531,0.119,0.0,14.425,3.353,7.246,12.113,27.046,56.392,0.117,0.0
2605,72.787,42.468,67.206,74.731,82.512,87.692,-0.144,19.86,17.623,8.308,9.333,16.606,23.16,35.237,0.12,19.86,9.59,4.796,7.978,9.264,10.116,23.058,0.062,19.86,1.052,0.431,0.666,1.02,1.411,1.719,0.058,19.86,1.595,1.38,1.572,1.589,1.668,1.737,0.058,19.86,52.624,15.935,29.408,53.862,69.968,101.459,-0.038,19.86,0.598,0.02,0.1,0.374,1.079,1.256,0.4,0.0,12.021,2.642,3.781,12.987,17.889,20.378,-0.125,19.86,49.833,39.536,50.117,51.001,51.68,52.613,-0.319,0.0,27.939,27.265,27.623,35.601,46.861,55.869,-2.162,0.0
2606,57.344,20.522,40.392,59.083,76.629,87.583,-0.082,33.23,24.919,8.386,15.088,25.557,34.643,43.04,-0.057,33.23,17.736,4.476,9.112,14.328,24.228,44.254,0.286,33.23,1.129,0.379,0.451,0.698,1.373,2.23,0.165,33.23,1.474,1.252,1.373,1.441,1.588,1.736,0.196,33.23,74.498,20.998,44.407,74.328,104.703,113.342,0.005,33.23,0.637,0.015,0.073,0.482,1.207,1.281,0.262,0.0,10.354,2.658,4.175,9.743,15.593,20.59,0.092,33.23,45.923,37.387,44.196,47.639,49.712,52.408,-0.263,9.73,43.848,23.484,27.701,30.32,66.854,120.125,0.43,9.73
2607,77.023,73.319,74.597,76.193,79.758,86.167,0.148,58.01,14.778,8.961,11.88,14.287,16.143,17.629,0.127,58.01,8.199,4.534,6.67,9.042,9.371,9.634,-0.402,58.01,1.029,0.479,0.689,0.935,1.167,1.353,0.224,58.01,1.618,1.586,1.588,1.59,1.659,1.722,0.477,58.01,38.659,16.922,34.341,56.115,69.102,70.322,-0.613,58.01,0.239,0.008,0.038,0.076,0.476,1.174,0.371,0.0,16.181,5.565,12.746,16.916,18.958,20.592,-0.112,58.01,45.934,38.884,40.048,51.181,52.397,53.489,-0.668,1.72,27.453,26.52,27.167,27.368,27.563,27.719,0.232,1.72
2608,41.6,38.488,40.484,40.681,41.914,43.829,0.468,0.0,35.707,34.421,34.712,35.307,36.989,38.291,0.275,0.0,22.693,20.145,20.727,23.773,24.758,25.323,-0.467,0.0,0.606,0.481,0.544,0.591,0.667,0.72,0.169,0.0,1.393,1.37,1.379,1.386,1.405,1.415,0.386,0.0,99.214,76.428,95.429,96.522,105.982,112.98,0.243,0.0,1.328,0.69,1.052,1.337,1.418,1.484,-0.052,0.0,12.583,5.09,8.602,13.294,15.479,16.634,-0.156,0.0,45.937,44.491,45.223,45.686,46.84,47.671,0.247,0.0,38.454,5.443,17.694,52.272,56.517,73.168,-0.499,0.0
2609,58.69,37.062,42.247,55.446,69.439,82.267,0.197,0.0,26.69,10.607,16.812,26.635,35.089,38.245,0.005,0.0,14.621,5.572,10.452,13.033,19.701,27.197,0.221,0.0,1.774,0.423,0.453,0.607,0.906,1.695,0.191,0.0,1.449,1.224,1.395,1.519,1.544,1.677,-0.285,0.0,100.189,69.507,93.701,105.361,107.897,113.658,-0.277,0.0,1.243,0.895,1.176,1.236,1.297,1.458,0.036,0.0,5.103,2.587,3.265,4.586,4.924,15.791,0.14,0.0,49.99,47.901,48.906,49.882,51.242,51.848,0.08,0.0,15.457,3.622,8.587,14.794,27.164,50.624,0.04,0.0
2610,41.16,36.341,39.63,42.471,42.889,43.224,-0.469,0.0,36.772,31.511,33.618,34.639,38.406,42.881,0.476,0.0,22.069,19.438,21.189,23.208,24.118,25.016,-0.401,0.0,1.289,0.551,0.638,1.044,1.572,1.95,0.429,0.0,1.365,1.284,1.356,1.386,1.392,1.412,-0.425,0.0,87.358,46.681,82.645,98.621,101.495,110.389,-0.45,0.0,1.082,0.54,0.7,0.9,1.1,1.26,0.509,0.0,8.563,4.916,6.231,8.236,10.51,14.64,0.098,0.0,47.11,44.814,45.729,46.921,48.639,49.609,0.117,0.0,37.897,4.811,14.533,48.747,59.672,81.024,-0.329,0.0
2612,70.344,42.648,65.781,72.266,76.317,81.454,-0.176,21.39,19.325,10.725,15.303,19.376,24.348,34.23,-0.007,21.39,10.331,6.881,8.92,9.445,10.248,23.146,0.203,21.39,1.146,0.43,0.568,1.084,1.419,2.032,0.098,21.39,1.57,1.371,1.564,1.587,1.592,1.653,-0.208,21.39,47.899,15.994,29.702,42.9,70.478,102.855,0.139,21.39,0.463,0.018,0.089,0.247,0.893,1.233,0.418,0.0,13.7,2.605,4.705,14.977,18.631,20.526,-0.168,21.39,50.631,48.351,50.225,50.873,51.311,52.134,-0.175,0.0,28.497,27.263,27.614,40.847,60.37,75.989,-1.972,0.0
2613,52.102,36.097,40.31,43.418,69.512,79.112,0.501,10.4,29.015,8.518,17.065,34.444,35.474,43.928,-0.48,10.4,18.883,7.111,13.306,19.782,24.349,27.387,-0.113,10.4,1.205,0.372,0.451,0.594,0.908,2.105,0.16,10.4,1.427,1.281,1.373,1.413,1.518,1.627,0.082,10.4,89.924,42.984,77.981,95.459,106.98,113.492,-0.196,10.4,1.021,0.046,0.799,1.2,1.26,1.381,-0.373,0.0,9.794,2.781,4.577,9.16,15.317,20.773,0.107,10.4,46.637,41.677,44.435,46.631,49.092,51.809,0.002,3.48,50.659,2.805,27.195,28.134,74.83,135.159,0.557,3.48
2615,52.149,36.043,40.228,43.372,69.537,79.123,0.505,10.54,28.975,8.518,16.982,34.442,35.46,43.931,-0.482,10.54,18.876,7.071,13.095,19.781,24.358,27.387,-0.113,10.54,1.208,0.372,0.451,0.592,0.908,2.099,0.16,10.54,1.427,1.281,1.373,1.412,1.519,1.627,0.089,10.54,89.992,42.923,77.857,95.463,107.304,113.556,-0.193,10.54,1.02,0.046,0.792,1.2,1.26,1.381,-0.374,0.0,9.737,2.776,4.527,9.036,15.098,20.777,0.118,10.54,46.646,41.469,44.435,46.644,49.144,51.824,0.001,3.52,50.404,2.801,27.194,28.131,74.816,135.115,0.552,3.52
2617,64.424,37.415,46.979,72.937,76.375,78.073,-0.525,1.87,23.189,12.668,15.467,18.34,34.217,40.678,0.452,1.87,12.386,6.96,8.726,9.793,17.805,23.828,0.447,1.87,0.879,0.427,0.47,0.72,1.23,1.445,0.35,1.87,1.492,1.346,1.384,1.531,1.587,1.627,-0.343,1.87,81.914,21.251,69.018,101.091,112.328,114.997,-0.514,1.87,0.988,0.095,0.613,1.067,1.183,1.277,-0.166,0.0,9.497,2.684,4.218,4.84,15.16,19.887,0.661,1.87,46.037,36.39,46.608,47.783,48.795,49.915,-0.341,0.0,35.417,26.799,27.51,30.078,34.927,78.855,0.278,0.0
2620,76.575,56.287,71.757,76.146,85.259,87.267,0.044,50.47,15.079,8.551,9.834,15.138,19.732,28.662,-0.01,50.47,8.346,4.181,4.906,9.02,9.574,13.226,-0.177,50.47,1.052,0.43,0.609,1.005,1.416,2.375,0.081,50.47,1.619,1.491,1.587,1.59,1.704,1.731,0.318,50.47,49.658,16.906,34.26,54.854,69.568,97.975,-0.174,50.47,0.362,0.009,0.046,0.093,0.678,1.223,0.515,0.0,12.847,2.886,6.113,13.854,18.076,20.415,-0.136,50.47,44.658,22.17,39.703,49.801,51.261,52.994,-0.567,3.58,29.832,26.583,27.309,27.666,38.133,49.975,0.203,3.58
2623,76.212,65.76,73.185,75.739,78.789,85.913,0.064,54.69,15.635,9.025,12.204,15.316,18.521,24.197,0.06,54.69,8.153,4.847,8.058,9.053,9.541,10.344,-0.385,54.69,0.993,0.43,0.498,0.907,1.243,2.144,0.177,54.69,1.619,1.561,1.587,1.59,1.618,1.713,0.443,54.69,48.313,15.979,29.625,53.676,69.93,95.135,-0.158,54.69,0.315,0.008,0.042,0.084,0.299,1.217,0.455,0.0,13.486,2.88,6.129,14.917,18.159,20.432,-0.182,54.69,47.344,39.214,40.617,51.534,52.69,54.628,-0.575,16.05,27.507,26.553,27.205,27.389,27.574,27.721,0.348,16.05
2629,56.933,40.532,44.108,58.87,71.664,83.359,-0.124,0.0,27.668,10.083,19.566,30.185,34.955,37.144,-0.267,0.0,15.399,6.804,9.733,13.465,20.619,23.624,0.298,0.0,0.955,0.436,0.534,0.765,1.425,1.536,0.38,0.0,1.486,1.321,1.408,1.506,1.585,1.679,-0.172,0.0,71.948,23.595,42.928,74.712,96.529,104.299,-0.087,0.0,0.923,0.206,0.479,1.035,1.168,1.274,-0.25,0.0,11.362,2.595,2.943,13.738,16.608,19.214,-0.34,0.0,47.939,46.001,46.686,47.429,49.226,50.995,0.317,0.0,50.375,23.475,29.39,32.272,75.633,94.433,0.644,0.0
2630,44.147,35.566,37.832,42.256,43.778,76.703,0.144,13.17,36.468,15.714,34.543,37.604,40.232,43.062,-0.128,13.17,19.384,7.583,19.181,20.445,21.909,23.714,-0.219,13.17,0.859,0.511,0.659,0.694,0.994,1.449,0.466,13.17,1.39,1.312,1.368,1.398,1.418,1.553,-0.121,13.17,99.573,51.979,94.804,113.341,114.763,116.293,-0.504,13.17,1.008,0.121,0.543,0.796,1.048,1.25,0.44,0.0,6.899,3.596,4.591,4.744,10.033,14.802,0.51,13.17,47.025,38.272,46.573,47.185,49.103,50.221,-0.05,0.0,54.742,27.336,33.556,47.331,79.858,127.711,0.223,0.0
2631,66.821,43.089,63.446,67.092,78.174,85.85,-0.017,59.82,21.654,9.105,12.602,21.051,25.728,32.833,0.066,59.82,11.525,4.914,8.57,10.365,12.73,23.226,0.158,59.82,0.726,0.417,0.438,0.62,0.875,1.596,0.241,59.82,1.549,1.307,1.534,1.56,1.603,1.711,-0.068,59.82,94.175,60.461,70.361,95.536,105.459,106.635,-0.079,59.82,0.511,0.008,0.042,0.084,1.194,1.279,0.683,0.0,3.677,2.647,3.081,3.623,4.405,8.442,0.028,59.82,44.268,22.447,40.458,41.348,52.537,54.27,0.313,4.44,27.358,26.485,26.99,27.327,27.543,27.715,0.072,4.44
2634,46.7,26.456,38.53,41.89,54.116,76.775,0.309,0.0,33.778,14.083,27.458,35.005,35.818,50.375,-0.11,0.0,19.521,9.564,13.777,21.696,24.275,27.242,-0.337,0.0,1.083,0.403,0.517,0.59,0.72,1.694,0.146,0.0,1.409,1.249,1.365,1.4,1.513,1.586,0.053,0.0,103.526,82.515,95.43,105.121,108.453,120.614,-0.093,0.0,1.265,1.037,1.178,1.231,1.284,1.442,0.343,0.0,8.202,2.661,3.587,4.903,13.944,16.799,0.585,0.0,48.273,45.296,46.757,48.009,49.768,51.465,0.136,0.0,29.025,4.196,11.458,28.21,53.987,69.68,0.032,0.0
2635,61.608,40.522,50.609,63.219,66.627,69.018,-0.199,0.0,25.805,17.466,21.178,25.807,30.208,33.729,-0.001,0.0,12.588,10.804,11.557,12.499,13.44,22.63,0.018,0.0,0.561,0.376,0.405,0.465,1.079,1.57,0.25,0.0,1.513,1.321,1.529,1.536,1.543,1.549,-0.222,0.0,104.194,89.796,96.922,105.472,106.2,106.783,-0.266,0.0,1.285,1.157,1.188,1.225,1.262,1.292,1.314,0.0,3.3,2.665,3.172,3.805,4.438,7.521,-0.269,0.0,50.392,48.963,49.742,50.542,50.783,51.523,-0.195,0.0,20.592,4.683,13.894,26.441,27.587,53.803,-0.416,0.0
2640,40.284,22.682,37.589,42.437,43.032,63.42,-0.203,0.0,35.017,19.308,32.148,34.335,37.665,43.254,0.096,0.0,24.698,15.867,19.997,22.911,24.109,42.675,0.175,0.0,2.169,0.534,0.638,1.179,1.471,2.019,0.172,0.0,1.323,1.217,1.288,1.386,1.396,1.444,-0.301,0.0,102.612,54.273,97.2,101.876,109.97,128.161,0.023,0.0,1.184,0.677,1.164,1.209,1.255,1.291,-0.093,0.0,6.614,3.202,4.741,5.938,8.284,13.144,0.21,0.0,46.865,43.868,45.411,46.863,48.154,49.954,0.001,0.0,45.233,4.342,12.187,53.041,69.102,120.178,-0.201,0.0
2642,50.193,37.012,40.499,42.523,66.522,77.647,0.498,8.96,30.165,13.082,20.729,34.486,35.557,43.479,-0.425,8.96,19.642,7.219,17.443,20.625,24.519,27.009,-0.152,8.96,2.496,0.426,0.531,0.635,0.927,2.1,0.237,8.96,1.371,1.222,1.373,1.385,1.42,1.618,-0.053,8.96,98.05,48.054,85.511,95.472,106.27,121.792,0.086,8.96,1.109,0.167,1.158,1.213,1.268,1.405,-0.254,0.0,9.693,2.775,4.844,9.746,13.539,16.759,-0.011,8.96,46.32,43.699,44.419,45.419,48.684,50.162,0.395,8.65,58.485,2.65,3.73,68.534,79.476,140.873,-0.226,8.65
2644,74.289,57.173,68.852,74.488,77.761,84.986,-0.025,36.85,16.828,9.416,13.378,15.789,21.422,28.02,0.173,36.85,8.883,4.668,8.522,9.366,10.018,13.951,-0.189,36.85,0.899,0.427,0.435,0.722,1.26,1.574,0.31,36.85,1.601,1.468,1.574,1.588,1.604,1.712,0.195,36.85,58.54,17.362,36.542,68.869,73.019,98.457,-0.297,36.85,0.503,0.012,0.061,0.21,1.02,1.244,0.52,0.0,12.27,2.777,3.693,13.575,17.102,20.22,-0.171,36.85,44.34,21.914,39.284,49.042,51.028,52.368,-0.506,4.31,29.522,26.655,27.355,27.757,39.583,49.08,0.18,4.31
3001,69.052,37.403,61.659,72.888,77.263,86.821,-0.255,17.48,19.971,8.765,13.541,17.206,26.36,38.207,0.272,17.48,10.977,4.342,8.557,9.691,13.309,23.572,0.231,17.48,0.931,0.376,0.436,0.737,1.357,2.02,0.133,17.48,1.545,1.294,1.517,1.569,1.591,1.725,-0.17,17.48,73.501,20.051,60.253,73.141,105.147,113.319,0.01,17.48,0.815,0.025,0.181,1.15,1.225,1.285,-0.589,0.0,9.566,2.653,3.92,6.072,15.372,19.933,0.508,17.48,47.658,38.551,47.229,49.045,50.899,52.858,-0.254,0.45,29.372,3.501,27.192,27.992,28.875,66.741,0.097,0.45
