# Soil attributes based on EU-SoilHydroGrids (3D soil hydraulic database of Europe) and European Soil Database Derived data (Europe, 1km resolution, soil topological units; ESDD)
gauge_id,sand_perc,sand_perc_5,sand_perc_25,sand_perc_50,sand_perc_75,sand_perc_90,sand_perc_skewness,sand_perc_missing,silt_perc,silt_perc_5,silt_perc_25,silt_perc_50,silt_perc_75,silt_perc_90,silt_perc_skewness,silt_perc_missing,clay_perc,clay_perc_5,clay_perc_25,clay_perc_50,clay_perc_75,clay_perc_90,clay_perc_skewness,clay_perc_missing,organic_perc,organic_perc_5,organic_perc_25,organic_perc_50,organic_perc_75,organic_perc_90,organic_perc_skewness,organic_perc_missing,bulk_dens,bulk_dens_5,bulk_dens_25,bulk_dens_50,bulk_dens_75,bulk_dens_90,bulk_dens_skewness,bulk_dens_missing,tot_avail_water,tot_avail_water_5,tot_avail_water_25,tot_avail_water_50,tot_avail_water_75,tot_avail_water_90,tot_avail_water_skewness,tot_avail_water_missing,root_depth,root_depth_5,root_depth_25,root_depth_50,root_depth_75,root_depth_90,root_depth_skewness,root_depth_missing,coarse_fragm_perc,coarse_fragm_perc_5,coarse_fragm_perc_25,coarse_fragm_perc_50,coarse_fragm_perc_75,coarse_fragm_perc_90,coarse_fragm_perc_skewness,coarse_fragm_perc_missing,porosity,porosity_5,porosity_25,porosity_50,porosity_75,porosity_90,porosity_skewness,porosity_missing,conductivity,conductivity_5,conductivity_25,conductivity_50,conductivity_75,conductivity_90,conductivity_skewness,conductivity_missing
2252,37.714,28.025,30.125,32.75,35.375,37.475,2.904,0.0,35.276,35.833,40.732,46.854,52.977,57.875,-2.904,0.0,27.01,14.1,16.898,20.396,23.893,26.692,2.904,0.0,1.693,1.693,1.694,1.695,1.696,1.697,-2.904,0.0,1.216,1.222,1.268,1.326,1.385,1.431,-2.904,0.0,106.865,104.726,105.19,105.769,106.349,106.813,2.904,0.0,1.146,1.008,1.038,1.075,1.112,1.142,2.904,0.0,5.057,5.322,7.654,10.57,13.485,15.817,-2.904,0.0,48.754,47.857,48.525,48.695,49.092,49.582,0.13,0.0,45.28,22.6,26.931,41.714,68.954,78.759,0.154,0.0
2256,78.603,67.316,74.327,77.093,81.144,86.444,0.221,74.76,13.83,8.818,11.165,14.083,16.976,23.258,-0.054,74.76,7.566,4.604,7.022,8.725,9.375,10.099,-0.469,74.76,1.042,0.43,0.497,0.931,1.27,2.203,0.201,74.76,1.636,1.57,1.588,1.598,1.649,1.72,0.543,74.76,47.634,16.428,31.871,56.481,69.513,85.819,-0.306,74.76,0.183,0.006,0.032,0.065,0.097,1.153,0.284,0.0,13.075,3.074,6.926,13.456,17.802,20.36,-0.051,74.76,40.142,21.569,37.9,39.591,50.132,52.668,0.052,11.79,27.471,26.479,26.964,27.355,27.632,46.789,0.043,11.79
2262,74.974,64.61,70.808,74.425,76.411,83.981,0.097,45.06,15.707,9.957,14.033,16.343,19.808,24.922,-0.161,45.06,9.32,5.707,9.13,9.444,9.854,10.524,-0.055,45.06,0.929,0.428,0.434,0.824,1.194,1.48,0.22,45.06,1.59,1.554,1.58,1.587,1.589,1.687,0.06,45.06,42.959,15.72,28.33,57.418,70.204,97.022,-0.487,45.06,0.32,0.01,0.048,0.097,0.588,1.147,0.491,0.0,17.254,6.274,14.0,16.142,18.571,20.514,0.239,45.06,42.551,21.359,38.326,48.104,50.286,52.164,-0.56,10.64,27.389,26.406,27.03,27.384,27.641,46.836,0.007,10.64
2263,70.058,49.637,65.724,70.271,77.346,85.547,-0.02,40.79,20.556,9.389,14.696,20.533,24.392,31.544,0.003,40.79,9.387,5.014,8.521,9.905,10.402,19.304,-0.145,40.79,0.795,0.431,0.517,0.691,1.071,1.747,0.183,40.79,1.588,1.385,1.558,1.578,1.604,1.708,0.113,40.79,79.301,22.523,51.068,74.833,90.137,102.38,0.132,40.79,0.618,0.012,0.059,0.289,1.132,1.266,0.528,0.0,6.386,2.641,3.05,3.562,9.18,19.11,0.428,40.79,43.384,21.528,38.066,48.125,49.858,51.045,-0.587,0.0,27.473,26.571,27.229,27.463,27.698,49.775,0.01,0.0
2265,66.103,37.996,46.481,72.785,76.852,84.119,-0.409,33.22,21.388,10.014,14.327,19.243,32.12,37.544,0.217,33.22,12.509,4.84,8.781,9.849,19.291,24.047,0.389,33.22,1.024,0.425,0.441,0.875,1.411,2.155,0.254,33.22,1.517,1.282,1.368,1.566,1.589,1.705,-0.341,33.22,64.242,19.945,42.993,69.53,102.206,113.275,-0.153,33.22,0.564,0.014,0.07,0.378,1.172,1.274,0.332,0.0,10.672,2.802,3.872,10.925,15.341,20.041,-0.036,33.22,43.528,21.522,38.18,47.579,49.383,51.61,-0.48,2.02,30.232,26.586,27.372,27.991,30.62,57.929,0.199,2.02
2268,76.005,65.612,72.984,75.112,77.228,85.601,0.143,70.37,15.741,9.218,13.084,15.544,18.013,24.095,0.044,70.37,8.253,4.644,7.218,9.154,9.498,10.173,-0.432,70.37,1.084,0.43,0.606,0.951,1.175,1.355,0.327,70.37,1.615,1.567,1.587,1.589,1.643,1.719,0.436,70.37,37.027,16.773,33.597,54.626,69.247,88.614,-0.568,70.37,0.157,0.007,0.033,0.066,0.098,1.126,0.241,0.0,15.957,3.085,10.708,16.802,18.901,20.58,-0.117,70.37,47.958,39.863,41.233,52.182,53.911,55.287,-0.584,36.16,27.499,26.545,27.198,27.385,27.572,27.721,0.348,36.16
2269,76.707,65.306,73.659,76.478,78.487,85.242,0.036,75.54,14.685,9.069,12.423,15.144,17.63,24.673,-0.096,75.54,8.608,5.153,8.451,9.288,9.791,10.513,-0.325,75.54,0.922,0.428,0.433,0.579,1.241,2.096,0.498,75.54,1.61,1.554,1.582,1.588,1.606,1.704,0.371,75.54,58.645,19.027,42.853,68.929,70.3,96.288,-0.367,75.54,0.198,0.007,0.033,0.065,0.098,1.121,0.32,0.0,12.933,2.991,8.092,13.766,16.381,20.076,-0.129,75.54,40.336,21.876,38.449,40.129,50.701,53.386,0.019,7.4,27.249,26.295,26.788,27.269,27.57,41.872,-0.017,7.4
2270,47.255,34.941,36.612,41.398,48.004,78.443,0.358,0.3,34.014,14.122,24.937,37.25,43.079,43.861,-0.277,0.3,18.731,6.464,17.212,20.967,22.804,23.92,-0.382,0.3,1.061,0.326,0.539,0.733,1.648,2.105,0.234,0.3,1.415,1.297,1.382,1.388,1.411,1.642,0.235,0.3,63.031,45.028,47.995,60.155,73.923,108.868,0.144,0.3,0.743,0.327,0.507,0.615,1.035,1.287,0.35,0.0,9.58,4.562,8.034,9.213,10.153,16.033,0.1,0.3,48.063,45.904,47.011,47.943,49.312,50.269,0.087,0.48,21.718,3.438,7.671,12.962,52.857,69.117,0.339,0.48
2276,71.228,54.052,72.844,74.687,76.44,77.527,-0.326,27.76,18.439,12.735,15.108,16.169,17.592,32.169,0.305,27.76,10.333,7.38,8.402,9.072,9.995,17.554,0.344,27.76,1.003,0.426,0.627,1.056,1.245,1.369,-0.14,27.76,1.49,1.368,1.402,1.525,1.588,1.608,-0.332,27.76,75.095,21.889,59.176,84.047,107.232,113.352,-0.214,27.76,0.662,0.015,0.073,0.744,1.129,1.266,-0.138,0.0,11.295,4.395,4.833,7.765,16.585,20.117,0.493,27.76,50.283,40.04,50.793,51.418,52.088,53.0,-0.298,0.0,26.066,14.017,27.214,27.395,27.577,27.722,-0.228,0.0
2282,67.095,52.79,64.663,66.314,67.964,69.285,0.109,0.0,18.708,17.051,19.102,21.665,24.228,31.3,-0.525,0.0,14.197,10.949,12.281,14.027,17.014,19.403,0.088,0.0,0.403,0.373,0.389,0.408,0.428,0.597,-0.05,0.0,1.518,1.428,1.47,1.523,1.538,1.548,-0.155,0.0,89.633,88.424,90.062,92.111,94.159,100.393,-0.566,0.0,1.3,1.3,1.3,1.3,1.3,1.3,Inf,0.0,9.52,3.229,5.989,9.457,13.19,16.177,0.023,0.0,47.335,46.905,46.984,47.268,47.777,47.963,0.165,0.0,72.431,56.354,70.513,73.971,75.362,83.304,-0.172,0.0
2283,51.847,45.281,49.173,54.038,58.904,62.796,-0.231,0.0,31.789,26.119,28.135,30.654,33.173,35.188,0.231,0.0,16.365,11.085,12.962,15.308,17.654,19.531,0.231,0.0,0.61,0.453,0.509,0.579,0.649,0.705,0.231,0.0,1.469,1.424,1.451,1.484,1.517,1.543,-0.231,0.0,99.285,95.894,97.904,100.416,102.928,104.938,-0.231,0.0,1.3,1.3,1.3,1.3,1.3,1.3,-Inf,0.0,11.351,3.258,6.135,9.731,13.327,16.204,0.231,0.0,48.461,47.866,48.242,48.447,48.783,48.829,0.042,0.0,6.958,3.13,6.127,9.874,13.621,33.635,-0.268,0.0
2288,54.275,35.261,37.95,43.655,72.654,87.426,0.568,11.97,27.995,8.491,15.904,34.264,35.184,43.962,-0.502,11.97,17.731,4.783,9.759,18.753,24.516,27.388,-0.126,11.97,1.02,0.364,0.448,0.523,1.344,2.173,0.212,11.97,1.453,1.286,1.364,1.416,1.547,1.734,0.252,11.97,80.739,28.819,57.525,83.273,110.425,113.179,-0.082,11.97,0.898,0.04,0.426,1.173,1.246,1.346,-0.53,0.0,9.967,2.839,3.304,8.833,15.8,19.843,0.167,11.97,46.831,39.784,44.208,47.55,49.773,52.144,-0.169,4.49,46.905,2.856,27.193,27.988,69.06,144.879,0.45,4.49
2289,52.146,36.065,40.234,43.376,69.539,79.126,0.504,10.57,28.988,8.521,17.003,34.443,35.464,43.931,-0.481,10.57,18.865,7.06,13.029,19.77,24.356,27.386,-0.113,10.57,1.209,0.372,0.451,0.593,0.908,2.1,0.16,10.57,1.427,1.281,1.373,1.412,1.52,1.627,0.088,10.57,89.989,42.917,77.643,95.463,107.358,113.561,-0.193,10.57,1.019,0.046,0.787,1.2,1.26,1.381,-0.375,0.0,9.737,2.774,4.525,9.036,15.095,17.889,0.118,10.57,46.653,41.43,44.443,46.653,49.153,51.828,0.0,3.53,50.22,2.8,27.194,28.129,74.808,135.087,0.549,3.53
2290,69.717,36.771,56.269,75.42,76.99,77.86,-0.402,0.0,18.155,12.901,14.657,15.523,15.999,38.126,0.309,0.0,12.128,6.898,7.413,9.16,17.544,25.379,0.442,0.0,1.707,0.429,0.451,0.491,0.951,1.333,0.197,0.0,1.499,1.359,1.4,1.509,1.57,1.618,-0.041,0.0,85.41,57.346,80.609,84.029,91.155,113.368,0.095,0.0,1.223,0.592,1.058,1.171,1.284,1.453,0.215,0.0,5.109,2.744,3.567,4.586,7.797,10.087,0.164,0.0,49.074,47.055,48.687,49.318,49.659,50.306,-0.247,0.0,10.717,3.166,6.31,10.24,14.171,54.664,0.026,0.0
2299,79.899,64.969,69.769,75.769,81.769,86.569,0.367,85.26,13.932,9.1,12.577,16.923,21.269,24.746,-0.367,85.26,6.169,4.331,5.654,7.308,8.962,10.285,-0.367,85.26,0.684,0.457,0.53,0.621,0.712,0.785,0.367,85.26,1.676,1.559,1.597,1.644,1.691,1.728,0.367,85.26,80.573,70.289,77.69,86.94,96.19,103.59,-0.367,85.26,0.192,0.065,0.325,0.65,0.975,1.235,-0.995,0.0,3.366,2.6,2.846,3.154,3.462,3.708,0.367,85.26,46.666,38.923,40.207,51.316,52.632,53.674,-0.645,0.0,27.489,26.539,27.193,27.381,27.57,27.721,0.321,0.0
2300,61.408,34.218,39.876,65.148,69.572,83.401,-0.228,0.0,24.909,10.221,17.125,23.265,30.02,43.43,0.146,0.0,13.683,6.122,10.141,12.107,13.81,25.991,0.218,0.0,0.823,0.387,0.433,0.628,1.408,1.695,0.185,0.0,1.498,1.238,1.477,1.54,1.569,1.675,-0.259,0.0,95.052,68.613,88.35,104.951,105.765,106.814,-0.513,0.0,1.214,0.915,1.151,1.201,1.25,1.29,0.065,0.0,5.853,2.395,3.137,4.064,7.763,16.108,0.38,0.0,50.532,48.387,49.542,50.809,51.454,52.133,-0.231,0.0,22.023,4.003,15.495,26.849,30.634,36.366,-0.353,0.0
2303,49.746,30.973,40.72,43.837,63.087,77.779,0.376,2.2,31.937,13.429,26.028,34.986,35.879,44.393,-0.296,2.2,18.317,7.941,12.782,19.761,23.712,24.92,-0.233,2.2,0.615,0.402,0.513,0.586,0.673,0.994,0.153,2.2,1.437,1.36,1.378,1.412,1.509,1.595,0.303,2.2,102.976,82.563,95.412,103.87,110.694,118.775,-0.074,2.2,1.271,0.62,0.763,0.942,1.121,1.264,1.717,0.0,8.264,2.745,3.63,5.014,13.748,16.414,0.571,2.2,48.833,46.578,47.654,48.609,50.247,51.423,0.139,0.0,19.256,3.53,8.13,13.879,30.98,57.956,0.242,0.0
2304,63.832,45.766,55.601,73.67,77.563,84.451,-0.555,25.27,24.048,9.935,15.183,16.93,30.437,36.241,0.602,25.27,12.12,4.948,7.387,9.0,16.63,18.526,0.518,25.27,0.731,0.424,0.477,0.685,0.873,1.17,0.17,25.27,1.495,1.371,1.418,1.482,1.603,1.701,0.107,25.27,99.655,68.919,82.846,110.658,113.308,113.374,-0.568,25.27,0.958,0.02,0.098,1.094,1.197,1.279,-0.24,0.0,4.669,2.803,3.843,4.775,4.827,7.821,-0.041,25.27,44.658,36.122,38.666,47.39,48.667,50.276,-0.41,0.0,29.791,27.004,27.49,32.778,46.659,57.595,-0.325,0.0
2305,38.311,28.649,40.393,40.721,42.658,48.399,-0.332,0.0,38.676,34.515,34.987,35.395,37.288,48.196,0.493,0.0,23.013,18.027,22.332,23.673,24.003,24.877,-0.322,0.0,0.596,0.502,0.547,0.579,0.592,0.693,0.237,0.0,1.387,1.363,1.374,1.383,1.402,1.446,0.156,0.0,108.167,95.41,97.236,107.38,112.855,121.416,0.078,0.0,1.3,1.3,1.3,1.3,1.3,1.3,-Inf,0.0,8.008,3.136,4.121,6.137,14.409,16.473,0.34,0.0,47.887,46.561,47.175,47.9,48.402,49.572,-0.014,0.0,15.457,4.375,12.352,22.323,32.295,60.662,-0.293,0.0
2307,54.178,37.884,41.419,55.198,73.644,77.451,-0.059,0.0,29.42,13.012,15.187,33.82,39.081,43.016,-0.334,0.0,16.402,7.14,12.712,16.767,18.799,22.711,-0.072,0.0,1.153,0.476,0.691,0.998,1.542,1.944,0.251,0.0,1.43,1.295,1.351,1.414,1.495,1.601,0.134,0.0,83.12,53.437,75.873,85.093,109.367,113.359,-0.08,0.0,1.08,0.54,0.7,0.9,1.1,1.26,0.503,0.0,6.618,3.084,4.787,6.677,8.402,9.36,-0.023,0.0,48.103,46.13,47.36,48.082,48.836,50.08,0.018,0.0,21.59,3.406,7.511,12.642,51.439,67.547,0.35,0.0
2308,43.166,29.269,40.441,40.736,43.978,63.266,0.215,0.0,35.527,25.589,32.532,34.92,35.531,46.819,0.08,0.0,21.307,11.652,20.239,23.679,24.513,25.026,-0.469,0.0,0.576,0.441,0.521,0.581,0.592,0.694,-0.058,0.0,1.412,1.364,1.375,1.383,1.418,1.542,0.444,0.0,103.08,95.161,95.458,100.786,107.43,119.326,0.226,0.0,1.3,1.3,1.3,1.3,1.3,1.3,Inf,0.0,10.005,2.756,4.048,11.593,14.728,16.487,-0.266,0.0,47.118,44.81,46.607,47.149,47.887,48.825,-0.027,0.0,17.973,3.269,6.825,11.27,42.858,69.649,0.255,0.0
2309,40.68,40.427,40.596,40.808,41.019,41.188,-0.316,0.0,34.462,34.462,34.462,34.462,34.462,34.462,NaN,0.0,24.858,24.35,24.519,24.731,24.942,25.112,0.316,0.0,0.565,0.519,0.535,0.554,0.573,0.588,0.316,0.0,1.378,1.374,1.377,1.379,1.382,1.384,-0.316,0.0,97.783,95.811,97.128,98.775,100.421,101.739,-0.316,0.0,1.3,1.3,1.3,1.3,1.3,1.3,Inf,0.0,13.56,11.481,12.173,13.038,13.904,14.596,0.316,0.0,44.617,43.881,44.514,44.727,44.789,45.105,-0.309,0.0,79.966,69.544,79.676,80.843,81.517,84.614,-0.127,0.0
2312,57.083,37.869,40.523,53.063,73.493,75.991,0.227,0.0,23.074,8.661,11.306,34.41,35.343,37.742,-0.833,0.0,19.843,15.243,16.949,20.012,24.671,25.378,-0.038,0.0,0.482,0.285,0.317,0.497,0.629,0.72,-0.084,0.0,1.447,1.368,1.38,1.435,1.515,1.52,0.177,0.0,86.328,64.829,83.724,86.103,95.433,106.421,0.016,0.0,1.223,0.665,0.924,1.249,1.391,1.478,-0.107,0.0,9.179,4.728,5.5,6.157,13.791,16.872,0.6,0.0,44.614,43.436,44.12,44.639,45.074,45.947,-0.034,0.0,76.328,17.404,68.506,69.789,91.091,132.93,0.202,0.0
2319,75.797,50.461,72.086,77.465,82.422,86.7,-0.116,67.36,16.096,8.711,10.632,14.365,19.237,33.47,0.179,67.36,8.107,4.306,5.528,7.132,10.087,17.488,0.196,67.36,0.772,0.429,0.602,0.75,0.903,1.122,0.089,67.36,1.589,1.375,1.462,1.602,1.678,1.726,-0.087,67.36,88.221,69.967,76.079,83.61,109.2,113.344,0.233,67.36,0.424,0.065,0.325,0.65,0.975,1.235,-0.37,0.0,4.006,2.722,3.456,4.199,4.782,6.325,-0.157,67.36,38.7,20.52,35.978,37.609,48.048,49.327,0.106,0.0,27.859,26.402,26.984,27.414,27.738,52.348,0.101,0.0
2321,67.801,42.57,57.609,69.422,77.507,87.566,-0.106,0.08,20.92,8.432,12.689,19.327,28.713,35.535,0.163,0.08,11.279,4.903,8.526,10.098,13.83,21.914,0.196,0.08,0.884,0.432,0.5,0.746,1.401,1.517,0.306,0.08,1.549,1.322,1.466,1.557,1.591,1.736,-0.059,0.08,71.259,23.144,36.559,76.962,100.045,110.388,-0.166,0.08,0.948,0.2,0.484,1.044,1.172,1.274,-0.22,0.0,8.481,2.678,3.238,4.517,15.632,18.753,0.593,0.08,47.814,46.123,46.799,47.412,48.501,50.536,0.295,0.0,51.522,2.777,27.946,55.471,77.942,94.692,-0.118,0.0
2327,77.063,66.706,73.888,76.28,78.776,85.848,0.125,43.92,14.846,9.016,12.157,14.961,17.457,23.669,-0.026,43.92,8.091,4.876,8.074,8.926,9.415,10.123,-0.387,43.92,1.135,0.43,0.53,1.001,1.332,2.291,0.226,43.92,1.621,1.569,1.588,1.592,1.618,1.712,0.465,43.92,42.474,15.701,28.234,45.455,69.295,86.722,-0.1,43.92,0.337,0.01,0.05,0.099,0.48,1.211,0.48,0.0,14.612,3.197,8.716,15.646,18.323,20.465,-0.144,43.92,43.122,21.757,37.55,47.467,49.069,50.641,-0.567,0.0,27.502,26.586,27.24,27.472,27.703,49.99,0.026,0.0
2342,73.419,41.739,68.923,73.765,78.494,85.877,-0.028,24.37,17.092,9.169,12.92,16.618,22.085,34.156,0.057,24.37,9.489,4.435,8.209,9.514,10.479,20.477,-0.006,24.37,0.83,0.395,0.434,0.714,1.018,1.511,0.24,24.37,1.596,1.387,1.555,1.587,1.614,1.721,0.091,24.37,63.139,18.896,42.887,69.578,76.98,105.985,-0.198,24.37,0.684,0.018,0.089,0.667,1.114,1.263,0.029,0.0,11.113,2.759,3.949,10.278,15.712,19.942,0.115,24.37,48.533,39.647,48.325,49.611,51.03,52.779,-0.261,0.66,32.786,27.189,27.561,32.404,40.455,77.584,0.024,0.66
2343,40.002,30.195,40.488,40.847,43.005,55.163,-0.125,0.0,36.758,30.406,34.68,35.115,35.54,46.163,0.281,0.0,23.24,16.883,22.945,23.822,24.417,25.144,-0.224,0.0,1.228,0.499,0.554,0.583,0.603,1.725,0.144,0.0,1.368,1.362,1.375,1.383,1.403,1.473,-0.096,0.0,108.175,95.396,95.479,106.795,111.932,123.042,0.068,0.0,1.3,1.3,1.3,1.3,1.3,1.3,Inf,0.0,8.693,2.944,4.271,6.868,13.632,16.435,0.33,0.0,45.827,44.613,45.229,45.82,46.282,47.179,0.007,0.0,52.911,11.465,51.265,55.561,69.039,74.417,-0.135,0.0
2346,70.768,36.723,62.648,72.864,78.547,85.838,-0.136,46.91,19.095,9.236,13.121,17.509,26.024,40.504,0.154,46.91,10.136,4.449,8.143,9.524,11.193,22.795,0.112,46.91,0.938,0.428,0.46,0.763,1.162,2.375,0.294,46.91,1.585,1.384,1.545,1.587,1.615,1.72,-0.019,46.91,65.62,19.412,42.88,69.518,102.125,110.807,-0.114,46.91,0.479,0.01,0.051,0.115,1.048,1.25,0.626,0.0,10.327,2.613,3.724,9.599,16.394,20.1,0.1,46.91,46.208,22.671,40.648,50.319,52.061,54.241,-0.458,10.36,29.633,26.495,27.346,27.905,30.467,32.516,0.159,10.36
2347,72.327,54.112,72.347,74.949,77.19,83.681,-0.255,0.0,16.461,10.514,13.11,15.362,17.309,28.404,0.179,0.0,11.212,6.612,9.208,9.573,11.959,19.547,0.373,0.0,0.766,0.383,0.465,0.671,1.168,1.521,0.195,0.0,1.556,1.397,1.553,1.587,1.589,1.656,-0.355,0.0,55.748,18.921,42.793,69.205,70.409,83.766,-0.516,0.0,0.769,0.142,0.351,0.727,0.993,1.238,0.1,0.0,15.799,9.245,13.122,14.606,17.066,20.213,0.327,0.0,50.838,49.394,50.303,50.795,51.418,52.077,0.053,0.0,29.884,29.332,35.626,43.493,51.36,57.654,-1.356,0.0
2349,55.313,37.305,40.497,43.777,73.657,78.052,0.646,0.0,27.925,11.952,15.188,34.593,37.004,42.102,-0.532,0.0,16.761,6.764,12.38,17.493,19.618,26.29,-0.111,0.0,0.929,0.433,0.519,0.703,1.133,1.863,0.43,0.0,1.436,1.287,1.361,1.419,1.485,1.629,0.145,0.0,91.551,44.248,82.865,102.822,113.262,113.365,-0.44,0.0,1.151,0.54,0.7,0.9,1.1,1.26,0.804,0.0,5.796,2.827,3.399,4.814,8.096,10.435,0.374,0.0,47.832,46.031,46.785,47.636,48.538,50.462,0.145,0.0,48.684,8.104,47.719,54.113,69.017,76.46,-0.211,0.0
2351,71.518,38.316,66.033,74.22,78.483,87.109,-0.178,62.96,18.13,8.653,12.525,17.103,23.952,37.356,0.108,62.96,10.352,4.238,8.23,9.346,10.269,23.913,0.17,62.96,1.077,0.43,0.486,0.931,1.411,2.342,0.25,62.96,1.578,1.321,1.564,1.588,1.614,1.729,-0.078,62.96,52.362,17.247,35.966,57.388,70.37,110.659,-0.155,62.96,0.269,0.008,0.038,0.077,0.286,1.192,0.409,0.0,12.741,3.085,4.182,13.406,17.966,20.393,-0.092,62.96,44.167,22.145,39.434,48.008,50.743,54.162,-0.41,9.25,32.482,26.504,27.295,27.707,40.581,78.795,0.308,9.25
2352,75.796,63.805,68.251,72.189,80.533,86.322,0.334,61.42,14.987,8.768,10.918,16.129,18.657,25.56,-0.171,61.42,9.217,4.492,6.459,9.852,12.922,14.817,-0.131,61.42,0.63,0.379,0.417,0.532,0.809,1.05,0.38,61.42,1.596,1.396,1.522,1.543,1.627,1.715,0.425,61.42,85.63,70.592,79.201,87.299,100.388,111.574,-0.105,61.42,0.502,0.065,0.325,0.65,0.975,1.235,-0.235,0.0,5.551,2.793,3.795,4.581,8.366,9.058,0.358,61.42,46.219,23.28,40.786,50.316,52.309,54.394,-0.514,6.13,26.79,26.094,26.723,27.244,27.52,27.741,-0.128,6.13
2355,75.933,65.419,72.327,75.485,78.184,85.709,0.059,29.15,15.743,9.229,13.125,16.63,17.901,24.641,-0.162,29.15,8.324,4.666,8.055,9.076,9.614,10.994,-0.298,29.15,1.016,0.426,0.463,0.997,1.307,1.965,0.036,29.15,1.606,1.527,1.584,1.589,1.616,1.712,0.214,29.15,52.178,16.365,31.556,68.532,74.512,108.284,-0.464,29.15,0.517,0.014,0.069,0.223,1.053,1.251,0.515,0.0,12.884,2.957,4.342,12.756,17.71,20.342,0.016,29.15,45.384,36.479,45.873,47.992,49.061,50.473,-0.411,0.17,30.702,26.656,27.372,27.724,39.557,69.975,0.238,0.17
2356,78.866,67.375,74.512,77.477,85.17,87.249,0.226,60.58,13.503,8.561,9.883,13.754,16.772,23.124,-0.061,60.58,7.631,4.188,4.939,8.7,9.369,10.117,-0.453,60.58,1.139,0.429,0.452,1.078,1.592,2.305,0.094,60.58,1.634,1.57,1.588,1.599,1.702,1.731,0.534,60.58,46.208,16.798,33.723,49.362,69.114,70.618,-0.119,60.58,0.264,0.008,0.039,0.079,0.277,1.18,0.402,0.0,13.225,3.223,7.6,12.947,17.477,20.295,0.039,60.58,47.252,38.788,39.741,50.958,51.992,52.983,-0.618,0.0,27.545,27.204,27.321,27.467,27.613,27.729,0.28,0.0
2364,75.996,64.344,71.754,74.936,78.149,85.504,0.134,26.63,15.443,9.253,13.215,16.415,19.971,25.598,-0.179,26.63,8.561,5.033,8.391,9.284,9.755,11.03,-0.252,26.63,1.011,0.428,0.437,0.897,1.334,2.064,0.201,26.63,1.611,1.547,1.584,1.588,1.608,1.707,0.31,26.63,48.231,16.317,31.314,56.799,70.07,103.252,-0.273,26.63,0.5,0.015,0.077,0.241,0.959,1.237,0.479,0.0,14.151,3.155,8.778,14.665,17.81,20.362,-0.072,26.63,48.861,39.879,41.354,51.806,52.586,53.678,-0.515,0.22,27.788,26.906,27.357,27.616,37.239,54.011,0.056,0.22
2366,73.583,57.673,70.661,75.127,77.727,82.268,-0.188,4.04,16.748,9.372,13.44,16.114,20.318,28.852,0.102,4.04,9.669,6.51,9.179,9.637,10.198,14.363,0.012,4.04,0.665,0.428,0.432,0.437,0.753,1.509,0.472,4.04,1.584,1.479,1.566,1.586,1.589,1.664,-0.041,4.04,70.165,24.145,68.591,69.839,79.993,100.351,0.012,4.04,0.912,0.078,0.562,0.874,1.112,1.262,0.091,0.0,11.991,2.78,3.747,13.605,15.341,19.79,-0.246,4.04,44.67,36.766,37.867,48.528,49.808,50.551,-0.586,0.0,27.657,26.653,27.275,27.5,27.725,50.832,0.077,0.0
2368,69.529,40.689,62.417,72.44,78.557,87.603,-0.194,15.53,19.256,8.353,11.701,17.217,26.375,35.955,0.216,15.53,11.215,4.338,8.377,9.728,13.474,23.51,0.247,15.53,1.029,0.383,0.438,0.829,1.44,2.037,0.319,15.53,1.559,1.296,1.526,1.585,1.593,1.736,-0.209,15.53,62.655,18.484,42.776,68.598,88.136,105.205,-0.19,15.53,0.704,0.028,0.196,0.627,1.114,1.263,0.144,0.0,9.845,2.585,3.084,9.114,15.479,19.761,0.105,15.53,49.418,39.779,48.22,50.625,51.593,52.901,-0.328,0.27,29.245,27.252,27.716,28.782,29.887,30.771,0.053,0.27
2369,41.816,40.422,40.57,40.754,42.465,43.939,0.596,0.0,34.9,30.918,34.617,35.027,35.374,35.629,-0.113,0.0,23.283,20.482,22.412,24.274,24.912,28.437,-0.391,0.0,1.585,0.58,0.587,0.624,0.69,21.647,0.176,0.0,1.359,0.633,1.376,1.383,1.398,1.414,-0.124,0.0,103.018,95.401,95.44,96.672,104.624,180.53,0.267,0.0,1.3,1.3,1.3,1.3,1.3,1.3,-Inf,0.0,12.625,3.208,8.175,13.911,15.759,16.69,-0.252,0.0,44.287,43.363,43.921,44.177,44.666,45.325,0.185,0.0,79.34,50.957,69.043,74.819,80.064,119.079,0.228,0.0
2370,47.234,34.941,36.698,41.437,47.528,78.461,0.356,0.29,34.017,14.173,25.396,36.906,43.062,43.863,-0.248,0.29,18.749,6.449,17.253,20.911,22.868,23.972,-0.366,0.29,1.127,0.323,0.541,0.736,1.666,2.104,0.199,0.29,1.412,1.289,1.382,1.389,1.413,1.642,0.191,0.29,64.614,45.08,48.015,60.554,76.536,113.014,0.184,0.29,0.761,0.332,0.515,0.631,1.176,1.292,0.349,0.0,9.474,4.74,7.946,9.106,10.136,16.024,0.099,0.29,48.051,45.914,47.016,47.909,49.268,50.257,0.104,0.46,22.057,3.449,7.724,13.068,52.997,69.115,0.347,0.46
