# Supplementary soil attributes based on ISRIC-World Soil Information product SoilGrid (global coverage)
gauge_id,sg_sand_perc,sg_sand_perc_5,sg_sand_perc_25,sg_sand_perc_50,sg_sand_perc_75,sg_sand_perc_90,sg_sand_perc_skewness,sg_sand_perc_missing,sg_silt_perc,sg_silt_perc_5,sg_silt_perc_25,sg_silt_perc_50,sg_silt_perc_75,sg_silt_perc_90,sg_silt_perc_skewness,sg_silt_perc_missing,sg_clay_perc,sg_clay_perc_5,sg_clay_perc_25,sg_clay_perc_50,sg_clay_perc_75,sg_clay_perc_90,sg_clay_perc_skewness,sg_clay_perc_missing,sg_organic_perc,sg_organic_perc_5,sg_organic_perc_25,sg_organic_perc_50,sg_organic_perc_75,sg_organic_perc_90,sg_organic_perc_skewness,sg_organic_perc_missing,sg_bulk_dens,sg_bulk_dens_5,sg_bulk_dens_25,sg_bulk_dens_50,sg_bulk_dens_75,sg_bulk_dens_90,sg_bulk_dens_skewness,sg_bulk_dens_missing,sg_tot_avail_water,sg_tot_avail_water_5,sg_tot_avail_water_25,sg_tot_avail_water_50,sg_tot_avail_water_75,sg_tot_avail_water_90,sg_tot_avail_water_skewness,sg_tot_avail_water_missing,sg_root_depth,sg_root_depth_5,sg_root_depth_25,sg_root_depth_50,sg_root_depth_75,sg_root_depth_90,sg_root_depth_skewness,sg_root_depth_missing,sg_soil_depth,sg_soil_depth_5,sg_soil_depth_25,sg_soil_depth_50,sg_soil_depth_75,sg_soil_depth_90,sg_soil_depth_skewness,sg_soil_depth_missing
2481,48.549,37.482,43.634,48.661,52.781,60.512,-0.016,6.06,34.755,29.304,33.091,35.028,36.618,39.074,-0.093,6.06,16.693,9.062,13.189,15.897,20.29,26.029,0.157,6.06,4.161,1.829,2.991,3.906,5.087,6.906,0.14,6.06,1.284,1.109,1.223,1.295,1.353,1.428,-0.114,6.06,160.822,130.625,146.986,158.975,173.757,196.064,0.091,6.06,12.251,3.904,7.049,13.831,16.78,19.673,-0.296,6.06,119.49,1.43,51.148,126.704,183.361,224.637,-0.098,6.06
2484,38.312,31.464,34.99,38.206,41.423,45.528,0.024,4.15,37.122,33.359,35.721,37.315,38.687,40.307,-0.09,4.15,24.57,19.727,22.393,24.35,26.654,30.069,0.07,4.15,3.305,1.606,2.359,3.1,3.995,5.373,0.145,4.15,1.33,1.165,1.225,1.354,1.425,1.48,-0.227,4.15,146.64,123.235,132.278,141.369,163.093,172.939,0.316,4.15,18.548,15.423,17.313,19.201,19.922,19.984,-0.399,4.15,173.697,99.539,150.003,174.87,201.272,237.495,-0.029,4.15
2485,32.426,24.876,28.691,32.243,35.874,41.023,0.037,0.06,38.024,32.995,35.825,37.876,40.189,43.175,0.047,0.06,29.56,21.623,26.42,30.397,32.74,35.448,-0.196,0.06,1.486,0.839,1.096,1.389,1.809,2.402,0.196,0.06,1.489,1.402,1.476,1.501,1.514,1.53,-0.316,0.06,120.474,112.048,115.168,120.002,125.006,132.384,0.072,0.06,20.0,19.905,19.925,19.95,19.975,19.995,4.897,0.06,161.257,114.69,141.865,160.271,180.804,209.504,0.034,0.06
2486,42.723,36.095,39.503,42.673,46.017,49.158,0.012,0.03,36.096,32.616,34.686,36.188,37.599,39.164,-0.046,0.03,21.162,16.072,18.2,21.315,23.601,27.24,-0.044,0.03,2.814,1.834,2.365,2.716,3.173,4.187,0.138,0.03,1.371,1.253,1.323,1.367,1.433,1.468,0.07,0.03,143.061,125.456,132.253,142.741,153.313,165.489,0.025,0.03,18.451,15.787,17.376,18.524,19.925,19.985,-0.049,0.03,163.715,98.845,135.939,163.573,189.489,232.677,0.004,0.03
2487,42.877,35.354,39.392,42.987,46.035,50.345,-0.023,0.04,36.481,32.445,34.88,36.5,38.187,40.251,-0.008,0.04,20.632,14.844,18.129,20.726,23.212,26.147,-0.027,0.04,2.859,1.408,2.198,2.747,3.358,4.631,0.103,0.04,1.366,1.243,1.323,1.372,1.421,1.457,-0.089,0.04,144.232,128.514,133.696,142.581,152.359,167.897,0.132,0.04,17.727,13.274,16.316,18.406,19.759,19.978,-0.282,0.04,130.031,65.119,105.272,129.864,154.538,194.26,0.004,0.04
2488,48.289,37.81,45.06,48.685,51.754,57.029,-0.072,2.45,33.961,30.074,32.552,34.06,35.486,37.424,-0.043,2.45,17.747,11.173,14.785,17.255,20.289,26.238,0.111,2.45,3.356,1.608,2.518,3.188,4.005,5.374,0.121,2.45,1.344,1.245,1.314,1.352,1.382,1.418,-0.14,2.45,150.446,132.552,142.406,150.134,157.11,171.639,0.026,2.45,15.184,7.882,12.824,16.278,17.958,19.809,-0.291,2.45,130.468,30.929,80.503,131.266,180.982,225.347,-0.013,2.45
2490,40.16,35.276,37.987,39.951,42.26,45.521,0.066,0.03,35.288,32.008,33.718,35.084,36.769,39.072,0.093,0.03,24.538,20.844,22.721,24.404,26.152,28.859,0.054,0.03,2.202,1.111,1.258,1.597,3.153,4.146,0.55,0.03,1.418,1.224,1.344,1.472,1.487,1.504,-0.588,0.03,135.711,123.868,129.095,132.304,139.667,161.424,0.316,0.03,19.416,15.991,19.9,19.933,19.967,19.993,-0.402,0.03,203.393,108.658,137.383,201.159,257.055,320.353,0.032,0.03
2491,50.489,40.913,45.939,50.549,54.515,60.735,-0.01,7.76,34.556,29.323,32.521,34.66,36.648,39.499,-0.034,7.76,14.951,8.467,12.094,14.833,17.955,21.535,0.029,7.76,4.089,1.602,3.175,3.935,4.81,6.326,0.088,7.76,1.257,1.106,1.207,1.272,1.311,1.372,-0.192,7.76,167.31,142.539,155.181,165.266,177.845,199.672,0.118,7.76,11.628,5.525,7.716,10.863,15.882,18.286,0.171,7.76,116.402,0.085,46.239,120.145,178.078,231.789,-0.049,7.76
2493,41.825,35.9,39.388,42.127,44.272,46.991,-0.089,0.03,34.484,31.409,33.078,34.309,35.752,38.117,0.086,0.03,23.678,20.295,22.124,23.494,25.171,27.559,0.082,0.03,2.431,1.14,2.072,2.464,2.845,3.482,-0.047,0.03,1.379,1.291,1.328,1.365,1.424,1.499,0.208,0.03,137.985,125.207,133.365,137.746,143.11,149.937,0.033,0.03,18.951,16.713,18.074,19.258,19.942,19.988,-0.261,0.03,149.079,82.297,100.617,129.579,203.93,250.888,0.337,0.03
2494,55.264,49.795,52.983,55.212,57.436,61.044,0.015,0.77,33.3,29.398,31.707,33.2,34.796,37.424,0.041,0.77,11.427,7.107,9.672,11.386,13.197,15.665,0.016,0.77,4.261,1.878,3.211,3.975,4.879,7.659,0.15,0.77,1.282,1.114,1.229,1.293,1.347,1.408,-0.126,0.77,170.736,150.418,159.49,168.878,180.012,199.815,0.12,0.77,11.393,6.175,8.395,10.692,14.303,18.157,0.185,0.77,105.548,6.393,40.41,97.816,161.357,228.794,0.106,0.77
2497,38.618,33.112,36.104,38.28,41.009,45.028,0.095,0.05,36.519,33.566,35.283,36.56,37.767,39.369,-0.022,0.05,24.851,20.627,23.079,25.114,26.483,28.744,-0.107,0.05,2.08,1.227,1.629,2.058,2.458,3.059,0.038,0.05,1.457,1.369,1.445,1.465,1.483,1.502,-0.21,0.05,126.758,118.313,122.549,124.343,129.9,141.674,0.348,0.05,19.689,17.956,19.868,19.933,19.966,19.993,-0.336,0.05,145.711,93.626,132.651,148.622,162.85,184.632,-0.11,0.05
2498,52.176,43.71,48.949,52.502,55.574,59.768,-0.067,2.45,34.429,30.35,32.615,34.279,36.029,39.014,0.057,2.45,13.393,7.94,10.704,13.091,15.911,19.941,0.082,2.45,4.018,2.027,3.074,3.799,4.669,6.709,0.137,2.45,1.287,1.119,1.24,1.3,1.35,1.405,-0.145,2.45,165.822,139.691,153.419,164.112,177.05,196.995,0.097,2.45,10.614,5.623,7.302,9.647,13.577,18.279,0.239,2.45,84.816,0.05,17.472,61.164,137.229,234.832,0.297,2.45
2500,39.152,34.253,36.949,39.055,41.204,44.567,0.031,0.04,37.411,34.202,36.157,37.534,38.693,40.421,-0.064,0.04,23.421,19.995,21.986,23.267,24.846,26.874,0.071,0.04,2.209,1.055,1.718,2.185,2.649,3.443,0.034,0.04,1.464,1.399,1.447,1.472,1.487,1.502,-0.25,0.04,129.125,122.216,125.953,128.993,131.793,136.7,0.026,0.04,19.952,19.774,19.92,19.947,19.973,19.995,0.021,0.04,212.611,170.905,198.04,213.086,228.646,251.034,-0.02,0.04
2602,53.157,45.344,49.81,53.192,56.551,60.83,-0.007,2.37,33.886,29.615,32.106,33.8,35.55,38.478,0.032,2.37,12.954,7.489,10.197,12.744,15.531,19.202,0.058,2.37,3.837,1.641,2.888,3.651,4.495,6.556,0.111,2.37,1.279,1.128,1.228,1.288,1.339,1.398,-0.113,2.37,168.307,144.112,156.486,167.697,178.564,196.538,0.038,2.37,10.577,5.427,7.264,9.324,13.813,18.4,0.3,2.37,90.219,0.058,20.983,72.763,149.508,223.828,0.225,2.37
2603,41.216,36.378,38.86,41.025,43.492,46.579,0.06,0.04,36.529,33.859,35.408,36.484,37.608,39.283,0.027,0.04,22.237,17.94,20.612,22.371,24.012,26.037,-0.054,0.04,2.563,1.481,2.062,2.493,2.998,3.896,0.093,0.04,1.371,1.276,1.329,1.381,1.416,1.448,-0.179,0.04,141.469,127.347,133.833,140.465,148.11,158.666,0.104,0.04,18.549,15.556,17.814,18.914,19.709,19.974,-0.242,0.04,142.33,84.736,126.102,141.409,159.301,200.673,0.029,0.04
2604,40.622,34.847,37.513,39.512,43.83,48.197,0.255,0.05,36.925,32.123,35.097,37.332,38.763,40.574,-0.146,0.05,22.449,18.669,21.203,22.714,23.903,25.278,-0.128,0.05,3.591,2.103,2.69,3.184,3.983,7.554,0.273,0.05,1.277,1.188,1.227,1.252,1.337,1.402,0.351,0.05,155.473,135.358,145.735,158.217,164.516,171.887,-0.228,0.05,18.261,15.586,17.354,18.74,19.226,19.67,-0.362,0.05,174.186,90.847,138.91,185.678,211.137,230.349,-0.255,0.05
2605,54.067,49.346,51.932,53.797,55.972,59.683,0.087,0.03,32.833,29.514,31.443,32.809,34.194,36.302,0.012,0.03,13.089,9.104,11.875,13.317,14.587,16.281,-0.104,0.03,4.375,2.61,3.347,3.911,4.626,10.564,0.227,0.03,1.282,1.185,1.244,1.28,1.322,1.378,0.024,0.03,171.352,152.58,162.275,171.031,179.032,191.493,0.026,0.03,12.192,7.398,8.966,11.151,15.74,17.815,0.283,0.03,113.5,9.197,54.207,112.043,166.667,223.75,0.021,0.03
2606,50.264,36.755,44.367,50.978,56.492,61.796,-0.091,18.6,33.339,28.557,31.339,33.245,35.296,38.392,0.031,18.6,16.391,8.068,11.289,15.89,21.181,26.328,0.085,18.6,3.35,1.251,2.261,3.14,4.061,6.418,0.125,18.6,1.364,1.206,1.304,1.367,1.433,1.503,-0.03,18.6,152.25,123.713,137.997,152.35,165.102,182.948,-0.005,18.6,14.487,6.873,10.053,15.462,19.486,19.978,-0.205,18.6,140.742,16.774,79.51,143.507,199.475,263.629,-0.036,18.6
2607,58.141,48.57,54.583,58.398,62.298,66.375,-0.047,10.71,31.938,26.287,29.189,31.955,34.415,38.05,-0.005,10.71,9.906,5.92,8.108,9.566,11.449,15.082,0.124,10.71,4.918,2.483,3.648,4.457,5.729,8.272,0.222,10.71,1.238,1.091,1.184,1.242,1.296,1.375,-0.043,10.71,175.718,151.849,165.331,174.4,185.465,202.959,0.087,10.71,8.065,5.038,6.649,7.954,9.353,11.401,0.058,10.71,47.29,8.051,24.937,39.68,60.621,113.606,0.238,10.71
2608,39.5,33.266,37.375,39.892,41.954,44.035,-0.117,0.05,36.488,34.373,35.646,36.499,37.413,38.806,-0.008,0.05,23.956,20.593,21.738,23.272,26.152,28.94,0.252,0.05,2.126,1.199,1.718,2.153,2.488,3.153,-0.046,0.05,1.468,1.407,1.454,1.472,1.486,1.511,-0.148,0.05,127.68,121.621,124.819,128.881,130.464,133.039,-0.262,0.05,19.995,19.903,19.924,19.949,19.975,19.995,1.188,0.05,198.178,148.045,169.06,198.964,227.394,246.94,-0.024,0.05
2609,41.016,34.742,38.155,41.253,43.901,46.759,-0.062,0.05,36.614,32.886,34.794,36.475,38.344,40.727,0.057,0.05,22.384,17.601,20.826,22.583,24.104,26.771,-0.073,0.05,3.75,1.983,2.86,3.482,4.216,6.995,0.184,0.05,1.266,1.152,1.19,1.236,1.359,1.424,0.324,0.05,155.719,131.263,142.955,156.719,166.431,179.377,-0.068,0.05,17.352,14.631,16.066,17.453,18.628,19.917,-0.061,0.05,155.733,88.315,117.979,150.322,191.714,234.931,0.118,0.05
2610,36.472,31.617,34.165,36.081,38.519,42.773,0.119,0.05,35.845,32.871,34.328,35.585,37.215,39.593,0.124,0.05,27.675,21.725,25.252,28.409,30.127,31.987,-0.224,0.05,2.509,1.014,1.947,2.486,2.977,4.258,0.024,0.05,1.424,1.325,1.384,1.429,1.468,1.509,-0.086,0.05,127.895,116.658,122.11,126.457,133.32,142.239,0.182,0.05,19.809,18.704,19.906,19.937,19.969,19.994,-0.254,0.05,145.665,120.295,134.876,145.262,155.729,172.878,0.025,0.05
2612,52.905,48.272,50.968,52.755,54.665,57.961,0.052,0.03,33.725,29.815,32.252,33.906,35.241,37.018,-0.083,0.03,13.342,10.016,12.139,13.36,14.581,16.288,-0.01,0.03,4.306,2.459,3.356,3.94,4.654,8.686,0.188,0.03,1.279,1.204,1.245,1.275,1.311,1.367,0.095,0.03,171.229,153.961,165.347,171.661,177.627,186.548,-0.045,0.03,11.556,7.011,8.441,10.526,14.925,17.603,0.282,0.03,103.388,16.018,47.665,97.258,149.167,214.579,0.098,0.03
2613,43.752,33.373,38.403,42.455,48.777,57.235,0.177,5.27,35.461,30.375,33.616,35.583,37.391,40.036,-0.041,5.27,20.782,10.287,17.001,21.772,24.555,29.347,-0.176,5.27,2.698,1.013,1.649,2.436,3.413,5.16,0.18,5.27,1.391,1.193,1.321,1.408,1.484,1.52,-0.159,5.27,142.514,119.668,127.586,135.985,154.068,182.766,0.323,5.27,17.168,7.039,15.899,19.772,19.948,19.99,-0.6,5.27,158.688,20.629,119.34,165.722,205.352,261.581,-0.101,5.27
2615,43.71,33.377,38.379,42.396,48.679,57.263,0.179,5.34,35.493,30.491,33.661,35.604,37.401,40.04,-0.038,5.34,20.791,10.254,16.994,21.799,24.575,29.346,-0.178,5.34,2.702,1.013,1.647,2.438,3.422,5.172,0.18,5.34,1.391,1.192,1.321,1.408,1.485,1.521,-0.158,5.34,142.566,119.662,127.577,135.942,154.201,182.992,0.326,5.34,17.131,7.014,15.818,19.729,19.948,19.99,-0.597,5.34,158.705,20.221,119.045,165.959,205.696,261.849,-0.104,5.34
2617,55.688,48.401,52.956,56.365,58.793,61.317,-0.167,0.04,33.078,29.273,31.432,33.043,34.68,36.94,0.015,0.04,11.223,7.347,9.257,10.98,12.818,16.396,0.089,0.04,2.913,1.222,2.274,2.825,3.329,4.673,0.068,0.04,1.334,1.247,1.303,1.337,1.365,1.422,-0.041,0.04,164.632,148.17,158.714,164.987,170.543,180.425,-0.036,0.04,10.54,6.371,7.842,9.752,13.481,15.99,0.243,0.04,79.341,7.158,30.632,69.119,116.746,189.055,0.175,0.04
2620,58.956,51.212,56.074,58.993,62.115,66.558,-0.008,13.29,31.096,26.066,28.727,30.713,33.333,36.684,0.115,13.29,9.934,5.952,8.114,9.871,11.752,14.357,0.025,13.29,4.029,1.873,2.875,3.615,4.544,7.633,0.197,13.29,1.288,1.173,1.244,1.293,1.337,1.387,-0.074,13.29,170.887,153.542,162.932,170.351,177.772,189.83,0.048,13.29,10.033,5.606,7.389,9.322,12.114,16.992,0.206,13.29,86.139,8.062,28.414,72.412,143.368,194.638,0.217,13.29
2623,56.749,49.013,53.58,56.567,59.832,65.051,0.038,28.61,33.16,27.268,31.056,33.356,35.331,38.709,-0.058,28.61,10.087,6.071,8.411,9.917,11.439,15.047,0.065,28.61,4.713,2.552,3.555,4.343,5.349,7.991,0.199,28.61,1.241,1.078,1.183,1.247,1.306,1.389,-0.062,28.61,176.792,150.944,165.763,175.325,187.453,205.322,0.089,28.61,8.299,5.402,7.031,8.141,9.374,11.86,0.081,28.61,57.547,11.753,29.208,47.739,77.133,135.788,0.249,28.61
2629,45.831,41.159,43.368,45.182,47.943,52.504,0.187,0.02,33.892,30.804,32.574,33.915,35.275,36.886,-0.012,0.02,20.265,14.624,18.13,20.201,22.546,25.937,0.019,0.02,2.434,1.119,1.597,2.178,3.179,4.235,0.237,0.02,1.398,1.281,1.336,1.416,1.458,1.48,-0.274,0.02,148.082,130.381,139.171,146.988,157.185,170.003,0.09,0.02,17.777,14.033,16.514,18.005,19.845,19.98,-0.114,0.02,195.957,103.327,164.365,202.946,231.142,269.738,-0.138,0.02
2630,47.116,39.175,42.846,48.166,51.032,53.776,-0.219,0.03,33.514,30.013,31.546,32.949,35.476,37.955,0.219,0.03,19.397,13.05,16.522,19.504,22.373,25.264,-0.028,0.03,3.432,1.264,1.681,3.489,4.398,6.992,-0.033,0.03,1.378,1.219,1.324,1.396,1.455,1.49,-0.193,0.03,146.565,128.412,134.921,141.632,154.915,177.065,0.311,0.03,15.703,8.712,11.197,17.347,19.921,19.984,-0.376,0.03,189.418,98.669,143.293,185.821,225.808,335.784,0.056,0.03
2631,55.317,45.744,52.294,55.669,58.58,63.613,-0.068,19.69,34.033,28.996,31.837,33.844,35.875,40.25,0.056,19.69,10.646,6.087,8.632,10.575,12.55,15.341,0.025,19.69,4.692,2.246,3.881,4.473,5.067,8.014,0.116,19.69,1.214,1.08,1.149,1.219,1.277,1.344,-0.068,19.69,178.561,157.728,168.497,177.718,187.321,203.1,0.061,19.69,8.091,5.349,6.894,8.042,9.145,11.055,0.027,19.69,47.999,0.082,13.047,38.886,65.949,139.727,0.211,19.69
2634,42.036,34.934,38.637,41.822,45.307,49.584,0.047,0.04,36.498,32.753,35.028,36.532,38.025,39.995,-0.015,0.04,21.455,15.361,19.087,21.785,23.974,26.578,-0.095,0.04,2.76,1.332,2.069,2.63,3.247,4.458,0.113,0.04,1.384,1.262,1.334,1.395,1.441,1.48,-0.149,0.04,140.872,124.553,131.929,137.894,149.759,163.675,0.24,0.04,18.175,13.823,16.987,18.985,19.928,19.986,-0.36,0.04,136.552,67.178,109.531,136.423,163.356,205.35,0.003,0.04
2635,41.949,36.295,40.086,42.544,44.241,45.693,-0.204,0.05,34.747,32.685,33.749,34.582,35.711,37.06,0.118,0.05,23.291,19.995,21.67,22.691,24.839,27.848,0.25,0.05,3.772,2.772,3.236,3.587,4.115,6.037,0.198,0.05,1.214,1.154,1.178,1.203,1.235,1.328,0.212,0.05,162.428,145.127,156.113,163.704,169.882,174.704,-0.142,0.05,17.2,15.303,16.448,17.153,17.842,19.474,0.04,0.05,134.76,82.683,106.583,130.831,161.033,192.87,0.112,0.05
2640,36.874,31.533,34.095,36.383,39.149,44.001,0.13,0.05,35.927,32.999,34.522,35.648,36.938,40.281,0.132,0.05,27.211,21.082,24.571,27.922,30.052,31.737,-0.207,0.05,2.275,0.922,1.612,2.259,2.794,3.845,0.017,0.05,1.415,1.322,1.372,1.408,1.461,1.516,0.122,0.05,130.631,120.601,125.536,130.281,134.534,143.248,0.049,0.05,19.791,18.569,19.904,19.936,19.968,19.994,-0.278,0.05,143.302,107.634,125.87,139.759,156.709,192.392,0.139,0.05
2642,39.342,32.445,36.44,39.253,42.192,46.419,0.021,9.33,36.802,31.898,34.381,36.666,38.95,42.58,0.042,9.33,23.853,19.617,22.16,23.689,25.455,28.666,0.06,9.33,2.312,0.977,1.576,2.254,2.894,3.866,0.061,9.33,1.435,1.301,1.366,1.465,1.501,1.521,-0.394,9.33,132.89,121.158,127.039,131.402,137.821,149.699,0.171,9.33,19.492,17.307,19.321,19.922,19.961,19.992,-0.456,9.33,179.388,91.922,134.247,181.14,216.035,275.893,-0.031,9.33
2644,57.898,50.509,55.206,57.871,60.609,65.37,0.006,10.96,32.441,27.573,30.681,32.604,34.316,36.74,-0.059,10.96,9.643,5.517,7.744,9.282,11.108,15.062,0.128,10.96,3.472,1.418,2.635,3.286,3.994,6.263,0.122,10.96,1.291,1.169,1.236,1.297,1.349,1.399,-0.074,10.96,171.101,151.916,162.169,170.265,179.345,191.756,0.068,10.96,9.252,5.905,7.413,8.617,10.496,14.803,0.239,10.96,75.516,0.09,28.266,64.916,121.787,172.149,0.192,10.96
3001,51.923,42.935,48.312,52.009,55.706,60.343,-0.016,1.97,34.017,29.741,32.269,33.979,35.702,38.439,0.014,1.97,14.058,7.866,10.864,13.78,16.828,21.671,0.065,1.97,3.671,1.497,2.74,3.512,4.346,6.213,0.098,1.97,1.289,1.133,1.236,1.298,1.35,1.42,-0.103,1.97,165.513,138.14,152.632,164.626,177.256,196.33,0.05,1.97,11.449,5.466,7.536,10.593,15.35,19.442,0.189,1.97,102.935,0.063,25.627,93.579,168.575,241.267,0.114,1.97
3002,39.629,35.299,37.375,39.04,41.518,45.888,0.185,0.71,35.393,31.986,34.111,35.407,36.728,38.594,-0.007,0.71,24.955,19.879,22.545,25.657,27.273,28.695,-0.246,0.71,2.449,1.263,1.735,2.21,2.864,4.513,0.236,0.71,1.445,1.314,1.433,1.457,1.475,1.494,-0.234,0.71,128.37,119.122,123.935,127.438,130.194,144.443,0.112,0.71,19.553,17.484,19.535,19.928,19.964,19.993,-0.429,0.71,258.315,208.241,228.95,250.908,280.684,313.611,0.161,0.71
3003,50.553,40.389,47.108,50.973,54.61,58.773,-0.076,1.41,33.908,29.89,32.111,33.77,35.615,38.379,0.053,1.41,15.535,9.297,12.124,15.109,18.345,23.407,0.097,1.41,3.336,1.282,2.513,3.257,4.016,5.404,0.057,1.41,1.286,1.133,1.232,1.295,1.343,1.425,-0.095,1.41,165.291,135.965,151.481,163.62,178.24,198.722,0.086,1.41,13.079,5.625,9.219,14.041,16.502,19.918,-0.214,1.41,110.226,0.082,45.717,105.613,168.603,236.213,0.061,1.41
3004,38.303,34.832,36.833,38.253,39.509,42.069,0.023,0.05,35.445,32.15,34.074,35.347,36.819,38.716,0.05,0.05,26.235,22.652,25.065,26.514,27.677,28.794,-0.147,0.05,2.533,1.327,1.727,2.229,3.081,4.717,0.278,0.05,1.429,1.28,1.42,1.442,1.464,1.487,-0.216,0.05,128.748,118.877,123.44,127.054,130.137,152.9,0.172,0.05,19.376,17.178,18.934,19.919,19.959,19.992,-0.537,0.05,243.553,202.974,221.553,237.46,258.786,300.215,0.169,0.05
3005,49.46,43.722,47.309,49.552,51.704,54.759,-0.028,0.05,33.239,29.28,31.558,33.268,34.877,37.292,-0.012,0.05,17.293,12.956,15.288,17.131,19.186,22.243,0.057,0.05,3.591,2.305,2.933,3.395,3.983,5.315,0.165,0.05,1.292,1.141,1.276,1.31,1.334,1.368,-0.256,0.05,157.184,133.252,147.863,154.112,161.893,193.164,0.174,0.05,14.245,9.464,13.405,14.6,15.765,17.339,-0.153,0.05,91.632,29.622,62.382,87.809,120.108,162.037,0.093,0.05
3006,51.071,40.755,47.361,51.363,55.213,59.918,-0.051,1.79,34.081,29.838,32.303,34.029,35.793,38.519,0.02,1.79,14.845,8.173,11.288,14.37,17.783,23.465,0.101,1.79,3.58,1.449,2.66,3.438,4.267,6.007,0.091,1.79,1.292,1.135,1.236,1.299,1.353,1.434,-0.078,1.79,164.149,133.637,151.151,163.303,176.862,196.407,0.045,1.79,12.158,5.552,7.891,11.861,16.164,19.922,0.063,1.79,110.244,0.07,32.048,103.728,175.322,252.141,0.078,1.79
3007,40.652,34.763,37.607,40.018,43.408,48.151,0.154,0.06,35.925,32.37,34.28,35.8,37.574,39.79,0.054,0.06,23.43,17.604,21.504,23.721,25.661,27.994,-0.092,0.06,3.485,1.626,2.31,3.256,4.361,5.982,0.145,0.06,1.36,1.165,1.281,1.381,1.456,1.487,-0.204,0.06,138.934,117.773,126.38,133.868,151.954,172.246,0.293,0.06,18.403,14.599,17.273,18.94,19.939,19.988,-0.285,0.06,213.457,97.105,146.544,216.609,278.186,317.835,-0.041,0.06
3008,42.457,35.652,39.064,42.725,45.271,49.968,-0.061,0.05,33.713,30.586,32.476,33.735,35.142,36.783,-0.012,0.05,23.827,19.146,21.95,23.394,25.928,29.541,0.132,0.05,4.789,2.747,3.665,4.601,5.456,7.857,0.109,0.05,1.272,1.12,1.17,1.252,1.369,1.454,0.186,0.05,144.887,115.799,128.073,144.226,159.388,179.384,0.033,0.05,17.409,14.752,16.202,17.101,18.789,19.968,0.18,0.05,178.533,92.369,122.064,163.53,228.857,304.115,0.234,0.05
3009,51.212,41.746,47.935,51.536,55.03,59.005,-0.063,1.59,33.805,29.884,32.067,33.682,35.458,38.115,0.049,1.59,14.979,9.173,11.817,14.595,17.53,22.722,0.093,1.59,3.348,1.257,2.509,3.273,4.044,5.433,0.054,1.59,1.279,1.128,1.226,1.288,1.337,1.411,-0.103,1.59,167.448,139.633,153.708,166.664,179.499,199.433,0.042,1.59,12.648,5.482,8.705,13.428,16.194,19.671,-0.175,1.59,105.334,0.074,39.36,101.006,163.416,229.186,0.058,1.59
3010,38.947,34.249,36.764,38.479,40.605,45.219,0.14,0.06,35.81,32.068,34.472,35.933,37.366,38.986,-0.059,0.06,25.262,21.65,23.82,25.346,26.952,28.764,-0.036,0.06,3.274,1.589,2.088,2.718,3.982,6.528,0.296,0.06,1.402,1.172,1.371,1.441,1.473,1.494,-0.388,0.06,130.399,114.248,121.04,126.498,133.092,164.088,0.254,0.06,19.101,16.313,18.255,19.917,19.958,19.992,-0.603,0.06,258.613,136.723,226.207,271.504,299.141,328.333,-0.194,0.06
3011,41.979,35.447,38.997,41.722,44.931,49.046,0.062,0.06,35.857,32.48,34.094,35.538,37.461,40.034,0.134,0.06,22.162,16.859,20.178,22.294,24.378,26.859,-0.043,0.06,3.67,1.707,2.649,3.628,4.548,5.856,0.031,0.06,1.325,1.162,1.255,1.321,1.41,1.474,0.045,0.06,145.395,124.382,132.616,143.139,155.148,174.506,0.141,0.06,17.852,13.678,16.778,18.071,19.881,19.98,-0.108,0.06,179.012,87.604,127.924,166.684,225.273,294.64,0.189,0.06
3012,37.83,33.869,36.254,37.652,39.259,42.419,0.069,0.06,38.272,34.874,36.931,38.437,39.657,41.231,-0.085,0.06,23.907,20.909,22.636,23.788,25.292,27.04,0.062,0.06,2.134,1.153,1.54,2.016,2.593,3.476,0.149,0.06,1.419,1.353,1.396,1.418,1.445,1.489,0.036,0.06,133.687,123.463,130.617,133.03,136.969,143.467,0.102,0.06,19.475,17.626,19.145,19.91,19.955,19.991,-0.524,0.06,202.828,142.172,178.737,204.379,226.794,260.844,-0.044,0.06
3013,49.091,42.794,46.097,49.277,52.198,55.26,-0.048,0.05,35.553,31.026,33.563,35.579,37.287,40.726,-0.009,0.05,15.357,12.205,13.696,14.993,16.906,19.371,0.157,0.05,3.787,2.308,3.228,3.729,4.263,5.554,0.058,0.05,1.254,1.152,1.205,1.256,1.3,1.364,-0.029,0.05,165.449,142.108,156.118,165.642,174.844,187.574,-0.014,0.05,15.304,11.62,14.213,15.476,16.553,18.144,-0.092,0.05,106.602,54.505,79.709,98.974,131.365,174.072,0.204,0.05
3014,39.634,35.04,37.577,39.758,41.609,43.599,-0.048,0.06,36.217,33.749,35.003,36.013,37.504,38.982,0.121,0.06,24.102,20.903,22.834,24.119,25.398,27.588,-0.009,0.06,2.319,1.511,1.875,2.16,2.633,3.639,0.246,0.06,1.388,1.329,1.355,1.387,1.42,1.444,0.038,0.06,137.869,129.384,132.794,136.299,143.018,149.912,0.242,0.06,18.421,17.068,17.676,18.296,19.055,19.97,0.127,0.06,165.913,117.983,142.113,160.048,180.178,239.404,0.168,0.06
